metric,metric_title,variant,model,mean,ci95_low,ci95_high,n,ci_method,coverage_ratio
plan_length,Plan Length,canonical,deepseek/deepseek-v4-flash,8.0,8.0,8.0,15,t_mean_95,0.9523809523809523
plan_length,Plan Length,canonical,gpt-oss-120b,8.0,8.0,8.0,15,t_mean_95,0.9523809523809523
plan_length,Plan Length,canonical,nemotron-3-super,8.0,8.0,8.0,12,t_mean_95,0.9523809523809523
plan_length,Plan Length,disp_1,deepseek/deepseek-v4-flash,8.0,8.0,8.0,15,t_mean_95,0.9523809523809523
plan_length,Plan Length,disp_1,gpt-oss-120b,8.0,8.0,8.0,15,t_mean_95,0.9523809523809523
plan_length,Plan Length,disp_1,nemotron-3-super,8.23076923076923,7.7279230769230765,8.733615384615383,13,t_mean_95,0.9523809523809523
plan_length,Plan Length,disp_2,deepseek/deepseek-v4-flash,8.0,8.0,8.0,15,t_mean_95,0.9523809523809523
plan_length,Plan Length,disp_2,gpt-oss-120b,8.0,8.0,8.0,15,t_mean_95,0.9523809523809523
plan_length,Plan Length,disp_2,nemotron-3-super,8.0,8.0,8.0,15,t_mean_95,0.9523809523809523
plan_length,Plan Length,disp_3,deepseek/deepseek-v4-flash,8.0,8.0,8.0,13,t_mean_95,0.9523809523809523
plan_length,Plan Length,disp_3,gpt-oss-120b,8.0,8.0,8.0,15,t_mean_95,0.9523809523809523
plan_length,Plan Length,disp_3,nemotron-3-super,8.0,8.0,8.0,12,t_mean_95,0.9523809523809523
plan_length,Plan Length,plan_back,deepseek/deepseek-v4-flash,8.0,8.0,8.0,15,t_mean_95,0.9523809523809523
plan_length,Plan Length,plan_back,gpt-oss-120b,8.0,8.0,8.0,15,t_mean_95,0.9523809523809523
plan_length,Plan Length,plan_back,nemotron-3-super,8.0,8.0,8.0,14,t_mean_95,0.9523809523809523
plan_length,Plan Length,plan_front,deepseek/deepseek-v4-flash,8.0,8.0,8.0,15,t_mean_95,0.9523809523809523
plan_length,Plan Length,plan_front,gpt-oss-120b,8.133333333333333,7.847333333333333,8.419333333333332,15,t_mean_95,0.9523809523809523
plan_length,Plan Length,plan_front,nemotron-3-super,8.0,8.0,8.0,14,t_mean_95,0.9523809523809523
plan_length,Plan Length,plan_scatter,deepseek/deepseek-v4-flash,8.0,8.0,8.0,15,t_mean_95,0.9523809523809523
plan_length,Plan Length,plan_scatter,gpt-oss-120b,8.0,8.0,8.0,14,t_mean_95,0.9523809523809523
plan_length,Plan Length,plan_scatter,nemotron-3-super,8.0,8.0,8.0,13,t_mean_95,0.9523809523809523
executability,Executability,canonical,deepseek/deepseek-v4-flash,1.0,0.7961166989641515,1.0,15,wilson_score_95,1.0
executability,Executability,canonical,gpt-oss-120b,1.0,0.7961166989641515,1.0,15,wilson_score_95,1.0
executability,Executability,canonical,nemotron-3-super,0.8,0.5481455128483065,0.9295245065301844,15,wilson_score_95,1.0
executability,Executability,disp_1,deepseek/deepseek-v4-flash,1.0,0.7961166989641515,1.0,15,wilson_score_95,1.0
executability,Executability,disp_1,gpt-oss-120b,1.0,0.7961166989641515,1.0,15,wilson_score_95,1.0
executability,Executability,disp_1,nemotron-3-super,0.8666666666666667,0.6211801716767764,0.9626387408969346,15,wilson_score_95,1.0
executability,Executability,disp_2,deepseek/deepseek-v4-flash,1.0,0.7961166989641515,1.0,15,wilson_score_95,1.0
executability,Executability,disp_2,gpt-oss-120b,1.0,0.7961166989641515,1.0,15,wilson_score_95,1.0
executability,Executability,disp_2,nemotron-3-super,1.0,0.7961166989641515,1.0,15,wilson_score_95,1.0
executability,Executability,disp_3,deepseek/deepseek-v4-flash,0.8666666666666667,0.6211801716767764,0.9626387408969346,15,wilson_score_95,1.0
executability,Executability,disp_3,gpt-oss-120b,1.0,0.7961166989641515,1.0,15,wilson_score_95,1.0
executability,Executability,disp_3,nemotron-3-super,0.8,0.5481455128483065,0.9295245065301844,15,wilson_score_95,1.0
executability,Executability,plan_back,deepseek/deepseek-v4-flash,1.0,0.7961166989641515,1.0,15,wilson_score_95,1.0
executability,Executability,plan_back,gpt-oss-120b,1.0,0.7961166989641515,1.0,15,wilson_score_95,1.0
executability,Executability,plan_back,nemotron-3-super,0.9333333333333333,0.7018347012621998,0.9881331045067315,15,wilson_score_95,1.0
executability,Executability,plan_front,deepseek/deepseek-v4-flash,1.0,0.7961166989641515,1.0,15,wilson_score_95,1.0
executability,Executability,plan_front,gpt-oss-120b,1.0,0.7961166989641515,1.0,15,wilson_score_95,1.0
