metric,metric_title,variant,model,mean,ci95_low,ci95_high,n,ci_method,coverage_ratio
plan_length,Plan Length,canonical,deepseek/deepseek-v4-flash,6.0,6.0,6.0,15,t_mean_95,0.9682539682539683
plan_length,Plan Length,canonical,gpt-oss-120b,6.133333333333334,5.847333333333334,6.419333333333333,15,t_mean_95,0.9682539682539683
plan_length,Plan Length,canonical,nemotron-3-super,6.0,6.0,6.0,13,t_mean_95,0.9682539682539683
plan_length,Plan Length,disp_1,deepseek/deepseek-v4-flash,6.0,6.0,6.0,15,t_mean_95,0.9682539682539683
plan_length,Plan Length,disp_1,gpt-oss-120b,6.0,6.0,6.0,15,t_mean_95,0.9682539682539683
plan_length,Plan Length,disp_1,nemotron-3-super,6.0,6.0,6.0,15,t_mean_95,0.9682539682539683
plan_length,Plan Length,disp_2,deepseek/deepseek-v4-flash,6.0,6.0,6.0,14,t_mean_95,0.9682539682539683
plan_length,Plan Length,disp_2,gpt-oss-120b,6.0,6.0,6.0,15,t_mean_95,0.9682539682539683
plan_length,Plan Length,disp_2,nemotron-3-super,6.0,6.0,6.0,15,t_mean_95,0.9682539682539683
plan_length,Plan Length,disp_3,deepseek/deepseek-v4-flash,6.0,6.0,6.0,15,t_mean_95,0.9682539682539683
plan_length,Plan Length,disp_3,gpt-oss-120b,6.0,6.0,6.0,15,t_mean_95,0.9682539682539683
plan_length,Plan Length,disp_3,nemotron-3-super,6.0,6.0,6.0,14,t_mean_95,0.9682539682539683
plan_length,Plan Length,plan_back,deepseek/deepseek-v4-flash,6.0,6.0,6.0,15,t_mean_95,0.9682539682539683
plan_length,Plan Length,plan_back,gpt-oss-120b,6.0,6.0,6.0,14,t_mean_95,0.9682539682539683
plan_length,Plan Length,plan_back,nemotron-3-super,6.076923076923077,5.909307692307692,6.244538461538461,13,t_mean_95,0.9682539682539683
plan_length,Plan Length,plan_front,deepseek/deepseek-v4-flash,6.0,6.0,6.0,14,t_mean_95,0.9682539682539683
